AREA,VEH_POWER,VEH_AGE,DRIV_AGE,BONUS_MALUS,VEH_BRAND,VEH_GAS,DENSITY,REGION,CLAIM_NB,CLAIM_MEAN_AMOUNT_CAPPED
D,8.0,16,20.0,100,B2,Regular,817,R31,1.0,1204.0
D,4.0,14,20.0,100,B3,Diesel,817,R31,1.0,1204.0
,5.0,3,84.0,62,B2,Diesel,817,R31,1.0,1204.0
D,7.0,6,47.0,50,B11,Regular,821,R24,1.0,1204.0
E,5.0,9,37.0,118,B1,Regular,2044,R24,1.0,602.0
E,10.0,2,55.0,50,B10,Diesel,2715,R24,1.0,1204.0
E,7.0,13,22.0,118,B3,Regular,2044,R24,1.0,1204.0
E,5.0,15,53.0,106,B5,Regular,4116,R24,1.0,1204.0
F,7.0,7,33.0,51,B13,Regular,21410,R11,1.0,89.69
E,6.0,8,20.0,95,B3,Diesel,3386,R53,1.0,2097.13
A,7.0,10,44.0,62,B2,Regular,31,R53,1.0,1204.0
E,10.0,1,51.0,62,B12,Regular,3386,R53,1.0,1204.0
D,6.0,14,51.0,50,B1,Diesel,741,R24,1.0,913.81
B,6.0,11,43.0,56,B1,Diesel,73,R43,1.0,1204.0
C,6.0,11,46.0,97,B2,Diesel,377,R93,1.0,11204.0
D,6.0,10,47.0,95,B6,Diesel,1326,R93,1.0,1204.0
C,7.0,13,47.0,50,B1,Regular,101,R93,1.0,1204.0
E,7.0,6,62.0,50,B12,Regular,3317,R93,1.0,3356.25
A,13.0,29,60.0,50,B10,Diesel,11,R93,1.0,1204.0
D,5.0,9,55.0,76,B5,Diesel,1448,R93,2.0,1287.595
D,7.0,14,44.0,68,B2,Regular,1326,R93,1.0,3453.7
D,5.0,15,40.0,50,B2,Regular,1326,R93,1.0,3204.0
C,6.0,15,36.0,72,B1,Diesel,308,R24,1.0,830.31
C,7.0,4,53.0,50,B1,Diesel,295,R24,1.0,2204.0
A,6.0,3,45.0,50,B2,Regular,22,R24,1.0,570.59
E,9.0,2,33.0,50,B2,Regular,3866,R24,1.0,474.15
C,10.0,11,26.0,112,B11,Regular,295,R24,1.0,1204.0
A,7.0,4,53.0,50,B2,Diesel,9,R24,1.0,1204.0
,6.0,5,31.0,71,B1,Diesel,295,R24,1.0,472.09
,8.0,3,23.0,80,B3,Regular,578,R82,1.0,414.7
D,6.0,9,29.0,100,B2,Diesel,1323,R82,1.0,1204.0
D,6.0,7,25.0,100,B2,Diesel,1323,R82,1.0,2176.0
D,4.0,18,30.0,91,B2,Regular,1482,R82,1.0,1161.29
C,9.0,10,23.0,90,B1,Regular,416,R82,1.0,1204.0
D,7.0,15,51.0,58,B2,Regular,509,R82,1.0,1204.0
C,5.0,3,67.0,50,B2,Diesel,291,R82,1.0,2.39
C,5.0,11,38.0,64,B4,Diesel,472,R82,1.0,465.17
C,6.0,4,28.0,80,B2,Regular,357,R82,1.0,600.1
C,15.0,9,35.0,90,B10,Diesel,353,R82,1.0,1204.0
B,7.0,8,20.0,90,B1,Regular,73,R82,1.0,75.99
B,5.0,1,61.0,50,B2,Regular,73,R82,1.0,1204.0
E,6.0,15,33.0,63,B1,Diesel,2038,R82,1.0,4704.0
D,4.0,4,84.0,50,B1,Regular,1386,R31,1.0,2000.0
E,6.0,6,32.0,90,B3,Diesel,3095,R31,1.0,40.9
D,10.0,13,56.0,50,B4,Regular,783,R31,1.0,1204.0
D,7.0,10,22.0,90,B2,Regular,845,R31,1.0,1313.05
D,8.0,2,31.0,50,B2,Regular,1666,R31,1.0,7700.0
C,4.0,6,42.0,50,B2,Diesel,432,R31,2.0,647.525
D,9.0,17,42.0,62,B1,Regular,1386,R31,1.0,1204.0
D,7.0,14,60.0,50,B2,Diesel,1403,R31,1.0,1204.0
E,7.0,9,22.0,90,B2,Regular,5328,R31,1.0,1204.0
D,10.0,12,57.0,50,B2,Diesel,1466,R31,1.0,1204.0
D,6.0,13,21.0,95,B3,Regular,567,R31,1.0,1204.0
A,10.0,21,47.0,50,B2,Diesel,33,R24,1.0,1270.46
A,7.0,3,65.0,50,B1,Diesel,27,R24,1.0,1204.0
D,6.0,13,25.0,80,B4,Regular,741,R24,1.0,602.0
D,7.0,5,51.0,50,B1,Regular,741,R24,1.0,1042.39
C,5.0,6,43.0,62,B1,Diesel,138,R24,1.0,2000.0
D,7.0,9,,125,B1,Diesel,741,R24,1.0,1404.0
C,4.0,0,74.0,50,B1,Diesel,110,R24,1.0,29.81
D,4.0,14,52.0,100,B3,Diesel,741,R24,1.0,211.9
A,5.0,1,38.0,50,B3,Diesel,44,R24,1.0,296.4
C,5.0,5,61.0,80,B2,Regular,137,R24,1.0,1026.97
A,6.0,9,47.0,50,B2,Diesel,44,R24,1.0,1204.0
B,4.0,10,20.0,95,B2,Regular,71,R24,1.0,1554.66
B,6.0,1,75.0,50,B1,Diesel,84,R24,1.0,6384.17
A,7.0,12,27.0,68,B2,Diesel,44,R52,1.0,1204.0
B,5.0,4,40.0,57,B12,Regular,60,R24,1.0,3026.82
E,7.0,8,26.0,112,B1,Diesel,4128,R52,1.0,1204.0
C,6.0,24,63.0,50,B1,Diesel,238,R52,1.0,1204.0
E,7.0,9,59.0,68,B1,Diesel,4348,R72,1.0,185.81
,7.0,10,31.0,71,B1,Regular,4348,R72,1.0,977.72
C,10.0,6,36.0,112,B5,Regular,121,R31,2.0,1204.0
A,5.0,2,40.0,50,B4,Regular,30,R72,1.0,2102.0
E,5.0,4,71.0,62,B5,Regular,4253,R72,1.0,1204.0
B,11.0,2,37.0,50,B10,Diesel,86,R72,1.0,57.28
E,10.0,10,38.0,52,B12,Regular,4348,R72,1.0,673.77
,5.0,11,,90,B2,Diesel,1882,R72,1.0,1204.0
D,9.0,7,27.0,106,B2,Regular,1882,R72,1.0,602.0
B,8.0,1,31.0,60,B6,Diesel,58,R25,1.0,390.87
C,6.0,1,52.0,50,B2,Diesel,323,R25,1.0,1204.0
C,9.0,13,68.0,50,B10,Diesel,180,R73,1.0,775.27
A,8.0,2,80.0,50,B13,Regular,39,R72,1.0,1204.0
E,7.0,2,31.0,67,B4,Diesel,4456,R72,1.0,1204.0
B,11.0,22,37.0,62,B10,Diesel,72,R72,1.0,1204.0
B,9.0,16,32.0,95,B10,Diesel,53,R72,1.0,1204.0
D,6.0,9,39.0,50,B3,Diesel,685,R72,1.0,1204.0
A,8.0,11,34.0,57,B3,Regular,23,R72,1.0,1204.0
F,6.0,2,31.0,68,B2,Regular,27000,R11,1.0,612.13
E,6.0,11,29.0,95,B3,Diesel,2620,R72,1.0,1204.0
C,5.0,1,86.0,50,B2,Regular,240,R72,1.0,1204.0
C,4.0,0,86.0,96,B5,Diesel,240,R72,1.0,1204.0
C,7.0,12,19.0,100,B3,Regular,130,R31,1.0,24285.0
A,5.0,14,31.0,125,B4,Diesel,49,R31,1.0,2204.0
C,6.0,12,34.0,56,B1,Diesel,300,R91,1.0,602.0
E,8.0,6,28.0,57,B3,Diesel,8549,R82,1.0,1204.0
A,7.0,12,39.0,75,B2,Diesel,31,R54,1.0,1204.0
E,6.0,12,35.0,76,B1,Diesel,9307,R82,1.0,450.98
C,6.0,13,62.0,50,B3,Regular,105,R82,1.0,1204.0
D,4.0,17,38.0,72,B2,Regular,1217,R82,1.0,1204.0
E,5.0,5,35.0,147,B1,Diesel,8549,R82,2.0,4261.23
E,6.0,12,54.0,50,B12,Diesel,3628,R82,1.0,966.98
C,5.0,7,42.0,50,B1,Diesel,443,R82,1.0,318.76
E,7.0,15,77.0,50,B1,Regular,9307,R82,1.0,1204.0
A,4.0,3,84.0,50,B1,Regular,36,R82,1.0,1204.0
C,6.0,9,51.0,50,B1,Diesel,132,R82,1.0,1326.54
C,5.0,11,51.0,50,B5,Diesel,132,R82,1.0,2500.0
D,4.0,3,53.0,56,B6,Regular,1422,R82,1.0,454.18
E,11.0,1,48.0,60,B3,Regular,9307,R82,1.0,3000.0
E,11.0,1,48.0,51,B3,Regular,9307,R82,1.0,1204.0
E,7.0,7,41.0,64,B1,Regular,9307,R82,1.0,3360.98
D,7.0,8,,90,B3,Regular,1704,R82,1.0,1071.57
E,7.0,18,48.0,85,B10,Regular,8455,R82,1.0,1204.0
C,8.0,3,48.0,50,B2,Diesel,398,R82,1.0,1204.0
D,6.0,10,25.0,90,B3,Diesel,1521,R82,1.0,605.64
E,5.0,2,38.0,83,B3,Diesel,2105,R82,1.0,1204.0
C,6.0,7,38.0,50,B13,Regular,374,R82,1.0,433.9
E,6.0,16,49.0,57,B12,Diesel,8455,R82,1.0,1204.0
D,5.0,18,26.0,100,B2,Regular,721,R93,1.0,2704.0
E,7.0,16,44.0,68,B1,Regular,8455,R82,1.0,3204.0
D,4.0,10,42.0,50,B2,Regular,647,R41,1.0,1212.31
C,7.0,6,37.0,62,B2,Regular,334,R41,1.0,923.13
C,10.0,9,59.0,50,B11,Diesel,203,R41,1.0,4535.87
E,5.0,15,57.0,50,B1,Regular,5433,R93,1.0,1204.0
A,7.0,2,26.0,100,B2,Regular,22,R24,1.0,3561.88
E,5.0,9,44.0,69,B1,Regular,3744,R93,1.0,905.85
E,5.0,17,42.0,50,B1,Diesel,2715,R93,1.0,1204.0
D,5.0,14,42.0,62,B2,Regular,883,R93,1.0,1351.08
E,7.0,6,20.0,95,B6,Regular,2715,R93,1.0,87.92
C,11.0,8,48.0,71,B2,Regular,383,R93,1.0,1204.0
,4.0,2,61.0,65,B1,Regular,610,R93,1.0,1204.0
B,4.0,1,43.0,75,B2,Regular,94,R53,1.0,3212.8
C,7.0,8,40.0,57,B2,Diesel,229,R53,1.0,1204.0
C,6.0,7,49.0,50,B3,Diesel,229,R53,1.0,1211.4
D,8.0,1,65.0,50,B2,Regular,577,R91,1.0,602.0
C,5.0,17,39.0,50,B1,Regular,229,R53,1.0,1204.0
B,6.0,14,40.0,50,B1,Diesel,64,R53,1.0,76.01
C,6.0,7,45.0,58,B2,Diesel,229,R53,1.0,1204.0
,5.0,7,48.0,50,B2,Diesel,379,R53,1.0,200.0
C,6.0,8,,107,B1,Diesel,229,R53,1.0,1204.0
B,6.0,11,44.0,100,B2,Diesel,64,R53,1.0,6586.78
C,5.0,10,45.0,57,B2,Diesel,229,R53,1.0,2676.01
B,4.0,2,79.0,50,B1,Diesel,64,R53,1.0,161.67
B,7.0,7,36.0,55,B12,Regular,94,R53,1.0,1204.0
D,7.0,4,46.0,50,B2,Diesel,1082,R53,1.0,828.57
,7.0,5,36.0,101,B3,Regular,4218,R11,1.0,538.95
A,6.0,3,34.0,50,B2,Diesel,14,R24,1.0,1204.0
B,7.0,14,51.0,50,B3,Regular,61,R24,1.0,1204.0
E,6.0,7,,95,B5,Diesel,4116,R24,1.0,1191.63
C,15.0,1,45.0,50,B12,Regular,109,R91,1.0,2840.33
A,5.0,10,49.0,50,B4,Regular,23,R25,1.0,1204.0
C,6.0,9,32.0,95,B2,Diesel,164,R24,1.0,1204.0
D,6.0,9,43.0,60,B12,Regular,1313,R24,1.0,1204.0
A,4.0,14,47.0,50,B1,Regular,17,R24,1.0,3102.0
F,4.0,4,49.0,62,B1,Regular,22669,R11,2.0,760.905
F,6.0,3,32.0,90,B6,Diesel,27000,R11,1.0,1151.72
D,5.0,4,37.0,50,B5,Regular,755,R11,1.0,1204.0
F,11.0,13,74.0,58,B12,Regular,10477,R11,1.0,923.99
E,4.0,16,34.0,80,B6,Regular,4762,R93,1.0,1204.0
E,6.0,7,45.0,59,B2,Diesel,4762,R93,1.0,1011.58
E,7.0,13,34.0,90,B1,Regular,4762,R93,1.0,1204.0
C,5.0,8,36.0,118,B1,Regular,433,R93,1.0,2602.0
D,4.0,18,43.0,50,B2,Regular,674,R93,1.0,1204.0
E,8.0,1,60.0,50,B10,Diesel,4762,R93,1.0,1204.0
E,6.0,5,20.0,156,B6,Diesel,4762,R93,2.0,1204.0
C,7.0,4,53.0,62,B1,Diesel,214,R24,1.0,1204.0
D,7.0,11,71.0,50,B2,Regular,614,R24,1.0,29.8
D,7.0,25,36.0,90,B1,Regular,1313,R24,1.0,1204.0
D,6.0,20,39.0,95,B12,Regular,1313,R24,1.0,1204.0
B,5.0,9,44.0,50,B1,Regular,59,R24,1.0,1204.0
C,11.0,2,32.0,50,B12,Diesel,105,R24,1.0,1204.0
D,6.0,17,,78,B5,Diesel,1313,R24,1.0,779.24
D,4.0,10,52.0,62,B6,Regular,1313,R24,1.0,1204.0
E,5.0,4,27.0,85,B2,Diesel,4116,R24,1.0,1204.0
D,7.0,5,41.0,50,B1,Regular,1313,R24,1.0,1204.0
C,6.0,10,66.0,50,B1,Diesel,102,R24,1.0,1204.0
B,8.0,2,,50,B4,Diesel,84,R24,1.0,1204.0
D,7.0,10,24.0,95,B11,Diesel,1313,R24,1.0,856.95
D,4.0,4,25.0,76,B3,Diesel,1064,R24,1.0,1559.44
C,6.0,11,45.0,62,B1,Diesel,405,R24,1.0,1204.0
C,6.0,1,34.0,50,B3,Diesel,421,R24,1.0,1650.72
C,4.0,20,45.0,77,B1,Regular,399,R24,1.0,1204.0
C,5.0,1,35.0,50,B12,Regular,399,R24,1.0,602.0
A,6.0,8,36.0,75,B3,Diesel,28,R24,1.0,4000.0
C,5.0,19,42.0,50,B2,Diesel,399,R24,1.0,1204.0
D,9.0,20,34.0,80,B10,Regular,831,R54,1.0,7777.0
E,7.0,7,56.0,65,B1,Diesel,3859,R11,1.0,1204.0
E,6.0,6,29.0,118,B2,Diesel,4116,R24,1.0,6586.76
C,7.0,15,43.0,51,B2,Diesel,186,R52,1.0,3204.0
A,7.0,11,36.0,54,B14,Diesel,15,R24,1.0,1204.0
A,4.0,18,46.0,50,B4,Regular,42,R24,1.0,1204.0
D,5.0,2,28.0,57,B2,Diesel,1028,R23,1.0,1869.88
C,7.0,14,30.0,60,B2,Regular,214,R26,1.0,7777.0
A,5.0,2,46.0,50,B2,Diesel,34,R26,1.0,1204.0
C,5.0,2,58.0,50,B2,Regular,214,R26,1.0,1204.0
A,6.0,11,46.0,50,B2,Regular,20,R24,1.0,1204.0
A,7.0,6,54.0,50,B1,Diesel,31,R24,1.0,2880.0
B,5.0,12,41.0,50,B2,Diesel,72,R24,1.0,1294.0
A,8.0,13,26.0,100,B1,Regular,36,R91,1.0,1604.29
B,7.0,16,43.0,50,B2,Diesel,59,R24,1.0,1204.0
A,7.0,7,55.0,91,B1,Diesel,50,R54,1.0,1957.85
C,7.0,12,33.0,50,B1,Regular,135,R24,1.0,1204.0
A,8.0,1,57.0,50,B3,Diesel,23,R24,1.0,2704.0
C,7.0,8,42.0,82,B1,Diesel,105,R24,1.0,739.97
B,6.0,1,41.0,50,B1,Diesel,59,R24,1.0,200.0
C,7.0,4,,50,B2,Regular,105,R24,1.0,1204.0
D,4.0,5,22.0,118,B1,Regular,856,R24,1.0,1204.0
C,5.0,19,32.0,100,B1,Regular,388,R24,1.0,1204.0
,4.0,12,22.0,95,B5,Regular,856,R24,1.0,1204.0
C,6.0,6,49.0,60,B1,Diesel,118,R24,1.0,5186.36
C,7.0,3,49.0,80,B1,Diesel,118,R24,1.0,745.0
E,7.0,13,22.0,85,B2,Regular,2563,R11,1.0,1129.18
,6.0,7,33.0,100,B2,Diesel,1314,R24,1.0,1204.0
E,7.0,9,47.0,50,B1,Diesel,2399,R24,1.0,1204.0
E,7.0,2,61.0,50,B3,Diesel,9307,R82,1.0,1204.0
E,6.0,7,28.0,95,B2,Diesel,9307,R82,1.0,602.0
E,13.0,6,39.0,80,B13,Regular,9307,R82,1.0,1089.25
E,5.0,17,41.0,51,B1,Regular,9307,R82,1.0,1204.0
E,6.0,12,51.0,50,B1,Regular,9307,R82,1.0,1204.0
E,8.0,3,35.0,50,B6,Diesel,8549,R82,1.0,2000.0
D,9.0,6,22.0,77,B2,Regular,1732,R82,1.0,1204.0
C,4.0,10,36.0,85,B2,Regular,343,R82,1.0,2734.89
D,7.0,3,58.0,62,B13,Regular,1871,R82,1.0,1204.0
D,10.0,7,28.0,60,B1,Regular,857,R82,1.0,1204.0
B,8.0,3,43.0,50,B2,Diesel,84,R82,1.0,931.81
B,6.0,6,22.0,125,B2,Regular,75,R82,1.0,1894.0
E,6.0,16,30.0,64,B3,Regular,3688,R82,1.0,448.0
C,6.0,13,23.0,95,B1,Diesel,186,R82,1.0,1204.0
E,8.0,9,52.0,118,B6,Diesel,2377,R82,1.0,1204.0
B,4.0,2,43.0,50,B2,Regular,54,R82,1.0,6229.0
B,5.0,2,52.0,50,B6,Diesel,73,R82,1.0,1204.0
C,6.0,3,33.0,64,B3,Diesel,194,R82,1.0,75.99
E,5.0,11,84.0,101,B1,Regular,3688,R82,1.0,984.7
C,4.0,14,50.0,50,B1,Regular,160,R82,1.0,1204.0
C,9.0,13,20.0,95,B2,Regular,366,R82,1.0,1204.0
,5.0,18,80.0,50,B4,Regular,854,R82,1.0,3204.0
E,6.0,1,31.0,50,B5,Regular,4128,R52,1.0,624.94
B,8.0,17,23.0,95,B3,Regular,96,R82,1.0,1548.0
A,7.0,9,45.0,58,B2,Diesel,45,R24,1.0,1204.0
A,5.0,16,,51,B2,Diesel,29,R24,1.0,1000.0
C,5.0,12,31.0,64,B5,Diesel,155,R24,1.0,436.02
A,5.0,7,40.0,50,B1,Diesel,30,R24,1.0,1204.0
B,6.0,7,48.0,50,B1,Diesel,78,R24,1.0,1204.0
D,7.0,8,29.0,71,B12,Regular,1482,R82,1.0,1204.0
D,7.0,12,49.0,100,B2,Regular,1482,R82,1.0,3082.13
C,9.0,2,57.0,50,B6,Diesel,242,R82,1.0,1204.0
C,7.0,1,,50,B2,Regular,140,R82,1.0,1884.41
,7.0,8,24.0,100,B1,Regular,161,R82,1.0,1204.0
D,5.0,6,29.0,100,B3,Diesel,653,R82,1.0,2500.0
C,8.0,13,44.0,50,B2,Regular,353,R82,1.0,1204.0
B,9.0,14,48.0,57,B1,Regular,57,R24,1.0,1204.0
C,11.0,2,56.0,68,B3,Regular,467,R24,1.0,1204.0
B,6.0,13,,90,B3,Diesel,57,R24,1.0,1204.0
B,6.0,13,61.0,80,B2,Regular,57,R24,1.0,1204.0
,7.0,15,44.0,50,B2,Diesel,57,R24,1.0,232.08
F,11.0,3,44.0,50,B13,Regular,27000,R11,2.0,639.07
B,4.0,17,29.0,76,B1,Regular,57,R24,1.0,9263.4
A,6.0,4,50.0,50,B4,Diesel,23,R24,1.0,1204.0
E,6.0,12,34.0,95,B1,Regular,3304,R23,1.0,1456.26
D,7.0,8,34.0,95,B6,Diesel,525,R82,1.0,1204.0
D,7.0,1,43.0,50,B4,Regular,774,R82,1.0,602.0
D,12.0,4,,68,B3,Diesel,1323,R82,1.0,1204.0
D,12.0,4,36.0,85,B3,Diesel,1323,R82,1.0,2900.0
E,6.0,7,32.0,95,B2,Diesel,2252,R82,2.0,1498.29
D,11.0,15,49.0,62,B5,Regular,972,R82,1.0,1204.0
E,9.0,6,57.0,96,B12,Regular,2252,R82,1.0,1374.0
E,8.0,8,,95,B2,Diesel,2252,R82,1.0,1204.0
E,8.0,6,21.0,118,B2,Diesel,2252,R82,1.0,3204.0
D,5.0,4,25.0,100,B1,Diesel,1214,R82,1.0,80.0
E,5.0,14,44.0,125,B1,Regular,2252,R82,1.0,1204.0
E,6.0,13,18.0,100,B1,Regular,2252,R82,1.0,3204.0
D,8.0,1,55.0,72,B6,Diesel,634,R53,1.0,1204.0
C,9.0,2,60.0,60,B12,Regular,206,R93,1.0,1204.0
D,5.0,14,58.0,50,B2,Diesel,634,R53,1.0,1204.0
B,6.0,14,33.0,63,B1,Diesel,52,R53,1.0,1204.0
E,6.0,5,40.0,50,B4,Regular,4087,R53,1.0,76.0
A,6.0,14,62.0,62,B1,Diesel,29,R53,1.0,1204.0
F,4.0,8,62.0,50,B1,Regular,27000,R11,1.0,521.0
E,5.0,1,67.0,50,B2,Diesel,4087,R53,1.0,1204.0
D,11.0,23,81.0,95,B11,Regular,598,R25,1.0,602.0
,10.0,6,38.0,50,B12,Diesel,6157,R31,2.0,6124.445
E,12.0,8,45.0,50,B12,Diesel,4059,R23,1.0,20150.43
B,7.0,3,39.0,50,B12,Diesel,76,R23,1.0,725.4
B,7.0,3,39.0,50,B2,Diesel,76,R23,1.0,8204.0
F,10.0,9,59.0,50,B12,Regular,27000,R11,1.0,5067.76
C,9.0,6,62.0,51,B12,Diesel,120,R24,1.0,1204.0
D,5.0,20,28.0,80,B2,Diesel,512,R25,1.0,750.0
E,5.0,1,43.0,50,B12,Regular,4646,R82,1.0,77.3
D,9.0,6,55.0,50,B3,Regular,553,R82,1.0,2704.0
D,9.0,1,83.0,50,B2,Regular,553,R82,1.0,1204.0
C,9.0,10,50.0,58,B1,Regular,210,R82,1.0,80.27
D,5.0,8,60.0,50,B3,Diesel,1695,R82,1.0,80.0
D,7.0,10,56.0,50,B2,Regular,745,R82,1.0,769.14
A,11.0,17,43.0,67,B3,Regular,24,R82,1.0,2411.98
D,7.0,12,47.0,64,B11,Diesel,745,R82,1.0,602.0
D,13.0,1,47.0,50,B3,Diesel,1695,R82,1.0,2486.55
E,4.0,15,29.0,95,B3,Diesel,2472,R82,1.0,68.8
D,5.0,10,28.0,112,B1,Regular,863,R82,1.0,200.0
A,14.0,3,55.0,50,B3,Regular,19,R82,1.0,1723.86
C,7.0,0,54.0,50,B12,Diesel,263,R82,1.0,462.85
D,4.0,10,26.0,118,B1,Regular,1328,R82,1.0,1204.0
D,6.0,13,40.0,60,B1,Diesel,1557,R82,1.0,591.0
A,9.0,21,54.0,80,B3,Regular,48,R23,1.0,1204.0
C,6.0,2,44.0,50,B2,Diesel,132,R24,2.0,1301.0
E,5.0,2,49.0,100,B3,Regular,4116,R24,1.0,1204.0
E,7.0,11,22.0,118,B2,Diesel,4128,R52,1.0,1204.0
D,5.0,11,,118,B1,Regular,983,R52,1.0,1204.0
C,5.0,6,55.0,76,B2,Regular,167,R52,1.0,205.18
C,5.0,6,36.0,75,B3,Diesel,197,R52,1.0,1204.0
C,7.0,1,29.0,118,B3,Diesel,167,R52,1.0,1204.0
,5.0,3,29.0,75,B2,Regular,983,R52,1.0,1204.0
B,5.0,8,49.0,50,B3,Diesel,89,R52,1.0,1204.0
C,7.0,2,39.0,50,B1,Regular,163,R52,1.0,147.48
D,7.0,8,22.0,90,B2,Regular,745,R82,1.0,89.7
B,8.0,2,48.0,50,B2,Regular,78,R82,1.0,1669.63
D,7.0,16,38.0,90,B4,Regular,745,R82,1.0,1204.0
D,5.0,5,24.0,90,B1,Diesel,745,R82,1.0,524.47
D,4.0,1,35.0,50,B1,Diesel,745,R82,1.0,2013.55
C,6.0,3,37.0,62,B1,Diesel,311,R82,1.0,1204.0
E,6.0,3,61.0,56,B6,Diesel,3699,R82,1.0,1284.0
D,7.0,1,59.0,50,B1,Regular,745,R82,1.0,1293.7
D,6.0,15,51.0,50,B3,Regular,1313,R24,1.0,1204.0
C,7.0,1,58.0,50,B5,Diesel,140,R24,1.0,1204.0
C,5.0,18,36.0,50,B2,Regular,286,R24,1.0,3204.0
D,5.0,12,20.0,100,B2,Diesel,1064,R24,1.0,1294.0
D,7.0,1,56.0,50,B1,Regular,1064,R24,1.0,602.0
C,5.0,2,54.0,50,B4,Regular,286,R24,1.0,1204.0
E,5.0,9,29.0,100,B3,Diesel,3368,R24,1.0,1204.0
C,4.0,16,,125,B2,Regular,171,R24,1.0,1204.0
D,4.0,13,63.0,50,B3,Diesel,575,R53,1.0,1204.0
D,5.0,8,37.0,66,B2,Regular,575,R53,1.0,566.46
D,9.0,1,82.0,62,B1,Regular,575,R53,1.0,1113.45
A,9.0,1,49.0,60,B1,Diesel,23,R24,1.0,7777.0
E,15.0,1,53.0,50,B11,Regular,2517,R11,1.0,76.01
F,7.0,11,67.0,85,B6,Regular,16291,R11,1.0,1204.0
F,7.0,16,69.0,50,B2,Regular,27000,R11,1.0,1204.0
E,7.0,12,19.0,125,B1,Diesel,3434,R11,1.0,1204.0
F,5.0,8,22.0,125,B2,Regular,27000,R11,1.0,1204.0
C,8.0,9,33.0,133,B6,Diesel,301,R93,2.0,1204.0
E,7.0,10,20.0,95,B1,Regular,4617,R21,1.0,2222.22
E,9.0,14,22.0,95,B1,Regular,2078,R53,1.0,6204.0
C,7.0,13,41.0,112,B5,Regular,182,R82,1.0,7777.0
E,5.0,9,31.0,118,B1,Regular,2715,R93,1.0,1204.0
E,6.0,5,26.0,95,B2,Diesel,3301,R73,1.0,170.62
C,7.0,10,45.0,80,B2,Regular,188,R91,1.0,585.3
D,4.0,1,56.0,85,B5,Diesel,1601,R41,1.0,700.0
D,4.0,2,89.0,56,B6,Regular,824,R91,1.0,602.0
C,6.0,8,80.0,85,B2,Diesel,393,R91,1.0,1204.0
C,6.0,11,20.0,95,B1,Regular,120,R91,1.0,84.92
C,6.0,17,29.0,95,B1,Regular,393,R91,1.0,3602.0
A,5.0,17,21.0,125,B2,Regular,16,R24,1.0,1204.0
D,6.0,7,53.0,81,B2,Diesel,1054,R24,1.0,602.0
D,7.0,6,38.0,71,B2,Diesel,1054,R24,2.0,2454.0
D,4.0,3,46.0,50,B1,Regular,1054,R24,1.0,602.0
D,6.0,12,26.0,85,B3,Diesel,1054,R24,1.0,1204.0
C,5.0,7,26.0,80,B4,Diesel,128,R24,1.0,86.95
D,6.0,15,22.0,125,B12,Regular,1054,R24,1.0,1204.0
C,9.0,8,29.0,118,B2,Regular,137,R24,1.0,1204.0
F,9.0,9,47.0,112,B10,Diesel,10155,R11,1.0,1204.0
C,8.0,16,52.0,50,B1,Diesel,465,R72,1.0,7410.0
C,7.0,5,40.0,53,B1,Regular,317,R11,1.0,297.57
D,8.0,9,36.0,85,B2,Diesel,672,R11,1.0,1204.0
D,8.0,1,22.0,95,B2,Regular,1329,R11,1.0,543.33
D,5.0,8,49.0,50,B3,Diesel,824,R11,1.0,1204.0
D,7.0,14,,50,B11,Regular,720,R11,1.0,1204.0
A,4.0,8,23.0,147,B2,Diesel,23,R24,2.0,1204.0
A,5.0,3,57.0,50,B2,Diesel,21,R83,1.0,1204.0
C,7.0,2,,52,B12,Regular,111,R24,1.0,1204.0
D,6.0,10,25.0,80,B2,Diesel,568,R24,2.0,639.975
A,8.0,9,49.0,50,B2,Diesel,20,R24,1.0,1204.0
C,5.0,10,,50,B3,Diesel,405,R24,1.0,1204.0
,6.0,14,40.0,50,B6,Diesel,49,R24,1.0,2000.0
,12.0,5,46.0,50,B10,Diesel,405,R24,1.0,78.33
E,5.0,7,48.0,50,B1,Diesel,2694,R54,1.0,6310.31
C,6.0,12,43.0,51,B1,Regular,444,R43,1.0,602.0
,4.0,1,43.0,50,B1,Diesel,76,R72,1.0,500.0
B,7.0,10,51.0,50,B1,Diesel,78,R82,1.0,1843.16
,11.0,15,44.0,50,B2,Regular,348,R11,1.0,1204.0
C,9.0,4,71.0,50,B10,Regular,162,R93,1.0,602.0
E,4.0,2,55.0,50,B3,Diesel,3744,R93,1.0,1204.0
E,6.0,7,23.0,95,B2,Diesel,3744,R93,1.0,1404.0
D,7.0,15,,80,B2,Diesel,583,R93,1.0,2.61
D,6.0,9,55.0,62,B3,Regular,883,R93,1.0,1204.0
E,5.0,5,36.0,106,B2,Regular,3744,R93,1.0,150.0
C,6.0,15,54.0,50,B3,Regular,421,R93,1.0,1204.0
C,8.0,2,58.0,55,B12,Diesel,421,R93,1.0,858.75
E,6.0,14,57.0,62,B3,Regular,5433,R93,1.0,1204.0
D,7.0,6,54.0,50,B10,Diesel,1629,R93,1.0,2408.0
C,12.0,3,37.0,67,B12,Diesel,383,R93,1.0,1204.0
,6.0,15,47.0,50,B1,Diesel,3744,R93,1.0,1204.0
D,5.0,4,42.0,56,B5,Regular,613,R93,1.0,765.2
E,5.0,7,36.0,68,B5,Diesel,2740,R22,1.0,68.28
